post_body:,post_id:,user_id:,Label
my mouth had an orgasm,kg_0_25623_2455,Jeremy14,0
that make sen,kg_0_25623_2456,LordShadow,0
,kg_0_25623_2457,Android457,0
disturb,kg_0_25623_2458,Android457,0
i am not the on upset and cuss - if iti wa not true why ar you so upset,kg_0_25623_2459,DizzieD,0
just deni it and move on,kg_0_25623_2460,DizzieD,0
why did you speak up when we ask if anyon live in sac,kg_0_25623_2461,LordShadow,0
rarurrar,kg_0_25623_2462,Android457,0
not,kg_0_25623_2463,LordShadow,0
stfu dizz i did but when lord said somethin about takin side i unmut you to see what you wa sayin,kg_0_25623_2464,AmberPeace,0
you peopl aint no fun,kg_0_25623_2465,Android457,0
omg anoth internet fight,kg_0_25623_2466,crazymonkeytpl,0
playin a game probabl besid did not snow had it cover,kg_0_25623_2467,AmberPeace,0
yea,kg_0_25623_2468,LordShadow,0
ok,kg_0_25623_2469,LordShadow,0
so . .. .,kg_0_25623_2470,AmberPeace,0
just on more thing dizz said,kg_0_25623_2471,LordShadow,0
why were you cuzz so much,kg_0_25623_2472,LordShadow,0
i bet you have gill and a stapler for a face and and orang peal as skin,kg_0_25623_2473,Android457,0
everyon need attent but internet hoax ar pathet - and that is my last word on the subject - good luck amber - hope you find the peac - that is in your name but you do not have in your life,kg_0_25623_2474,DizzieD,0
ill call you oragei,kg_0_25623_2475,Android457,0
run in the famili besid there aint no mod free rain .,kg_0_25623_2476,AmberPeace,0
that would suck,kg_0_25623_2477,crazymonkeytpl,0
how do you know about the mod,kg_0_25623_2478,LordShadow,0
am i mute,kg_0_25623_2479,Android457,0
that is reign not rain btw,kg_0_25623_2480,DizzieD,0
no,kg_0_25623_2481,crazymonkeytpl,0
saw hi am come in earlier what wa hi name again,kg_0_25623_2482,AmberPeace,0
swear doe not exactli run in the famili. it is a learn behavior not a genet on .,kg_0_25623_2483,snowygal18,0
start with an f,kg_0_25623_2484,AmberPeace,0
how do you know what thei look like,kg_0_25623_2485,LordShadow,0
see none of thi person's stori add up - and lordshadow i take back what i said - you area good detect,kg_0_25623_2486,DizzieD,0
just need to be put on the scent,kg_0_25623_2487,DizzieD,0
wat the ' d ' next to 987456321's name,kg_0_25623_2488,Android457,0
thank you dizz,kg_0_25623_2489,LordShadow,0
,kg_0_25623_2490,DizzieD,0
well none of it add up diz,kg_0_25623_2491,snowygal18,0
i am just try to get both side here amber,kg_0_25623_2492,LordShadow,0
true snow,kg_0_25623_2493,DizzieD,0
i have no idea wtf the d is,kg_0_25623_2494,AmberPeace,0
solv thi equa i bet you cant do it,kg_0_25623_2495,Android457,0
how did you find out what a mod look like,kg_0_25623_2496,LordShadow,0
i am not on dizz's side,kg_0_25623_2497,LordShadow,0
but i onli knew the gui wa a mod becau everyon wa sai we need a mod help us,kg_0_25623_2498,AmberPeace,0
android,kg_0_25623_2499,spazymonky,0
it develop,kg_0_25623_2500,spazymonky,0
that doesnt answer what i ask,kg_0_25623_2501,LordShadow,0
128473562195748694865830904995 x 3465798385948495969696969696969696 x 0 x 487593958958849568586586758 wat,kg_0_25623_2502,Android457,0
how did you know that there were no mod here,kg_0_25623_2503,LordShadow,0
,kg_0_25623_2504,LordShadow,0
it ha an m next to their name,kg_0_25623_2505,spazymonky,0
when you were cuzz,kg_0_25623_2506,LordShadow,0
answer my equa,kg_0_25623_2507,Android457,0
now,kg_0_25623_2508,Android457,0
now 1 will,kg_0_25623_2509,Dominik11,0
well to tell you the truth i did not lol,kg_0_25623_2510,AmberPeace,0
ok,kg_0_25623_2511,LordShadow,0
when is a mod here,kg_0_25623_2512,AmberPeace,0
wt doe it equel,kg_0_25623_2513,Android457,0
there is hardli ani mod here,kg_0_25623_2514,LordShadow,0
how do you know when on is here,kg_0_25623_2515,AmberPeace,0
the answer is zero 0 android,kg_0_25623_2516,DizzieD,0
wat doe 128473562195748694865830904995 x 3465798385948495969696969696969696 x 0 x 487593958958849568586586758 equal,kg_0_25623_2517,Android457,0
and what is the d,kg_0_25623_2518,AmberPeace,0
thei have a m near them,kg_0_25623_2519,LordShadow,0
oh i hate you,kg_0_25623_2520,Android457,0
d is a dev,kg_0_25623_2521,LordShadow,0
zero ti am anyth is zero,kg_0_25623_2522,DizzieD,0
m is a mod,kg_0_25623_2523,LordShadow,0
i know,kg_0_25623_2524,Android457,0
dev,kg_0_25623_2525,AmberPeace,0
and k is a kong staff member,kg_0_25623_2526,LordShadow,0
you werent suppo to see the 0,kg_0_25623_2527,Android457,0
lol i know,kg_0_25623_2528,DizzieD,0
dev devlop,kg_0_25623_2529,LordShadow,0
rarurrar,kg_0_25623_2530,Android457,0
good question to stump non-math type though,kg_0_25623_2531,DizzieD,0
oh lol,kg_0_25623_2532,AmberPeace,0
or how ever you spell it,kg_0_25623_2533,LordShadow,0
i am gunna do that randi amli,kg_0_25623_2534,Android457,0
but why did you sai that there wa no mod here when you were cuzz,kg_0_25623_2535,LordShadow,0
if you do not know what a mod look like,kg_0_25623_2536,LordShadow,0
rarurrar,kg_0_25623_2537,Android457,0
that my last comment,kg_0_25623_2538,LordShadow,0
dfovhkdjbf vabdsjhbaskjhdfvbjhasdgfvahvbfjhasdgjhsdckjashbdjqavbdcjshvdbhbdasfhjvadfhg,kg_0_25623_2539,Android457,0
plea answer,kg_0_25623_2540,LordShadow,0
take that jerid,kg_0_25623_2541,Android457,0
cuz i am phsycik idk just a guess,kg_0_25623_2542,AmberPeace,0
then i will talk to dizz again,kg_0_25623_2543,LordShadow,0
w e,kg_0_25623_2544,AmberPeace,0
ok,kg_0_25623_2545,LordShadow,0
amber,kg_0_25623_2546,LordShadow,0
thi is spam,kg_0_25623_2547,Android457,1
thi is spam,kg_0_25623_2548,Android457,1
thi is spam,kg_0_25623_2549,Android457,1
stfu,kg_0_25623_2550,AmberPeace,1
thi is spam,kg_0_25623_2551,Android457,1
thi is spam,kg_0_25623_2552,Android457,1
stfu,kg_0_25623_2553,AmberPeace,0
stfu,kg_0_25623_2554,AmberPeace,0
stfu,kg_0_25623_2555,AmberPeace,0
thi is spam,kg_0_25623_2556,Android457,1
stop spam plea,kg_0_25623_2557,987456321,0
thi is spam,kg_0_25623_2558,Android457,1
stfu,kg_0_25623_2559,AmberPeace,0
thi is spam,kg_0_25623_2560,Android457,1
thi is spam,kg_0_25623_2561,Android457,1
stfu,kg_0_25623_2562,AmberPeace,0
thi is spam,kg_0_25623_2563,Android457,1
would you stop spam,kg_0_25623_2564,LordShadow,0
stfu,kg_0_25623_2565,AmberPeace,0
thi is spam,kg_0_25623_2566,Android457,1
thi is spam,kg_0_25623_2567,Android457,1
stfu,kg_0_25623_2568,AmberPeace,0
thi is spam,kg_0_25623_2569,Android457,1
stfu bitch,kg_0_25623_2570,AmberPeace,1
yeah i am more of an intuit person but i wa i ampress with your cross-examin ls and on that note - i think i am done with the whole deal,kg_0_25623_2571,DizzieD,0
ok ill stop,kg_0_25623_2572,Android457,0
mute her,kg_0_25623_2573,Dominik11,0
i am a gui,kg_0_25623_2574,Android457,0
lord,kg_0_25623_2575,1111jony11,0
snow,kg_0_25623_2576,1111jony11,0
retard,kg_0_25623_2577,Android457,0
ye,kg_0_25623_2578,LordShadow,0
what happen,kg_0_25623_2579,1111jony11,0
mute amber,kg_0_25623_2580,spazymonky,0
is she alright,kg_0_25623_2581,1111jony11,0
no i am not go to mute amber,kg_0_25623_2582,LordShadow,0
dizz,kg_0_25623_2583,LordShadow,0
is there a problem i can help with,kg_0_25623_2584,1111jony11,0
lol joni you miss alot,kg_0_25623_2585,AmberPeace,0
wich is the best hitan game,kg_0_25623_2586,Android457,0
hitman,kg_0_25623_2587,Android457,0
gau what,kg_0_25623_2588,1111jony11,0
i have the past chat box,kg_0_25623_2589,1111jony11,0
from 2 hour,kg_0_25623_2590,1111jony11,0
so i can read a lot,kg_0_25623_2591,1111jony11,0
if anybodi is wonder,kg_0_25623_2592,1111jony11,0
here a websit that tell you what mod ar on,kg_0_25623_2593,1111jony11,0
http www. kongreg.com account modfriend friend,kg_0_25623_2594,1111jony11,0
sup . . ... .,kg_0_25623_2595,captaindumshit,0
congratul you have just complet the true mayflow stori challeng you have earn a card from our collect card game .,kg_0_25623_2596,987456321,0
yai i got card,kg_0_25623_2597,987456321,0
dizz,kg_0_25623_2598,LordShadow,0
i am go to tell you what amber said,kg_0_25623_2599,LordShadow,0
amber said she wa on when kasei wa on,kg_0_25623_2600,LordShadow,0
the messiah is back,kg_0_25623_2601,Komedia,0
for a short ti am,kg_0_25623_2602,Komedia,0
and she didnt speak up becau she thought the snowi and i had it coverd,kg_0_25623_2603,LordShadow,0
huh,kg_0_25623_2604,mSun893,0
and she wa cuzz becau she didnt think that there were ani mod onlin,kg_0_25623_2605,LordShadow,0
did that cover what you thought dizz,kg_0_25623_2606,LordShadow,0
rarurrar,kg_0_25623_2607,Android457,0
mouth orgasm,kg_0_25623_2608,Jeremy14,0
that still disturb,kg_0_25623_2609,Android457,0
be on at the same ti am is a cover stori that peopl with multipl comput often us,kg_0_25623_2610,DizzieD,0
lol,kg_0_25623_2611,Jeremy14,0
now i must make my conclu,kg_0_25623_2612,LordShadow,0
hmmmm,kg_0_25623_2613,LordShadow,0
wat do you mean by a mouth orgasm,kg_0_25623_2614,Android457,0
joni come and help me,kg_0_25623_2615,LordShadow,0
i wa more interest in hi her reaction to my question about the evid,kg_0_25623_2616,DizzieD,0
do you meen a blow job,kg_0_25623_2617,Android457,1
sup . . ... . ... . ... ..,kg_0_25623_2618,captaindumshit,0
mouth orgasm lol,kg_0_25623_2619,Komedia,1
no,kg_0_25623_2620,Jeremy14,0
i at a bacon,kg_0_25623_2621,Jeremy14,0
earlier,kg_0_25623_2622,Jeremy14,0
oh,kg_0_25623_2623,Android457,0
what wa the evid dizz,kg_0_25623_2624,LordShadow,0
ok,kg_0_25623_2625,Android457,0
the fact that he she went complet balist when i rai the possibl,kg_0_25623_2626,DizzieD,0
ok,kg_0_25623_2627,Android457,0
ok,kg_0_25623_2628,Android457,0
ok,kg_0_25623_2629,Android457,0
ok,kg_0_25623_2630,Android457,0
i will ask her about it,kg_0_25623_2631,LordShadow,0
ok,kg_0_25623_2632,Android457,0
ok,kg_0_25623_2633,Android457,0
ok,kg_0_25623_2634,Android457,0
ok,kg_0_25623_2635,Android457,0
ok,kg_0_25623_2636,Android457,0
ok,kg_0_25623_2637,Android457,0
ok,kg_0_25623_2638,Android457,0
ok,kg_0_25623_2639,Android457,0
stfu,kg_0_25623_2640,AmberPeace,0
mute android,kg_0_25623_2641,spazymonky,0
plz,kg_0_25623_2642,AmberPeace,0
i ask if there wa ani evid to suggest that thei were seper peopl,kg_0_25623_2643,DizzieD,0
amber,kg_0_25623_2644,1111jony11,0
and she went ap-sh 1 t,kg_0_25623_2645,DizzieD,0
yeh,kg_0_25623_2646,AmberPeace,0
ok,kg_0_25623_2647,LordShadow,0
lol,kg_0_25623_2648,spazymonky,0
i will ask her,kg_0_25623_2649,LordShadow,0
never cur again like that,kg_0_25623_2650,1111jony11,0
ok,kg_0_25623_2651,1111jony11,0
do not ever cur like that again,kg_0_25623_2652,1111jony11,0
i just read the chat,kg_0_25623_2653,1111jony11,0
306 222 uck,kg_0_25623_2654,Komedia,0
um ... .okai,kg_0_25623_2655,AmberPeace,0
lord,kg_0_25623_2656,1111jony11,0
i just read the entir chat room from when i left up till now,kg_0_25623_2657,1111jony11,0
ill stop,kg_0_25623_2658,Android457,0
amber dizz said that you went crazi when he said that you and kasei were the same peopl,kg_0_25623_2659,LordShadow,0
ani comment,kg_0_25623_2660,LordShadow,0
it wa get ridicul - the cuss - i mean and occa outburst is on thing,kg_0_25623_2661,DizzieD,0
i am sori,kg_0_25623_2662,Android457,0
dizzi,kg_0_25623_2663,1111jony11,0
everyon i want you to go here,kg_0_25623_2664,1111jony11,0
http www. kongreg.com account modfriend friend,kg_0_25623_2665,1111jony11,0
thi is a list of mod that will be happi to help you,kg_0_25623_2666,1111jony11,0
amber if you do not have a comment about that i might have to go with dizz on thi on,kg_0_25623_2667,LordShadow,0
that ar onlin,kg_0_25623_2668,1111jony11,0
lol kasei and i ar the same i never even saw that comment so how could i have gone crazi,kg_0_25623_2669,DizzieD,0
nah i got a short temper my bad dizz accept my sorryz,kg_0_25623_2670,AmberPeace,0
he she never even suggest that,kg_0_25623_2671,DizzieD,0
and will be happi to help anyon with a problem or somebodi act up in a room do not sai anythign about it,kg_0_25623_2672,1111jony11,0
just go to them ask them to come,kg_0_25623_2673,1111jony11,0
andreoid i never mute you,kg_0_25623_2674,LordShadow,0
and hope thei will do someth,kg_0_25623_2675,1111jony11,0
http www. kongreg.com account modfriend friend,kg_0_25623_2676,1111jony11,0
ok she ha short temper,kg_0_25623_2677,LordShadow,0
hmm,kg_0_25623_2678,LordShadow,0
it is not a she,kg_0_25623_2679,DizzieD,0
ye it is,kg_0_25623_2680,AmberPeace,0
well that is my opinion anywai,kg_0_25623_2681,DizzieD,0
lol,kg_0_25623_2682,AmberPeace,0
hmm,kg_0_25623_2683,LordShadow,0
there wa no accu that i wa kasei i just look back in the chat,kg_0_25623_2684,DizzieD,0
dizz amber ha made a good answer to what i ask her,kg_0_25623_2685,LordShadow,0
could not find it,kg_0_25623_2686,DizzieD,0
but she also take a long ti am to relpi,kg_0_25623_2687,LordShadow,0
i need a updat give me some info o-o,kg_0_25623_2688,1111jony11,0
hei shadow,kg_0_25623_2689,Dominik11,0
i read caht,kg_0_25623_2690,1111jony11,0
hei,kg_0_25623_2691,LordShadow,0
chat,kg_0_25623_2692,1111jony11,0
i know all the caht,kg_0_25623_2693,1111jony11,0
chat,kg_0_25623_2694,1111jony11,0
but i need the updat,kg_0_25623_2695,1111jony11,0
i am a slow typer mb,kg_0_25623_2696,AmberPeace,0
joni help me think,kg_0_25623_2697,LordShadow,0
i like to help o-o,kg_0_25623_2698,1111jony11,0
read the chat then help me,kg_0_25623_2699,LordShadow,0
ok,kg_0_25623_2700,1111jony11,0
lord my opinion is that it is the same person,kg_0_25623_2701,snowygal18,0
hoiw far back,kg_0_25623_2702,1111jony11,0
did you find a place to watch naruto shippuuden episod english,kg_0_25623_2703,Dominik11,0
hmm,kg_0_25623_2704,LordShadow,0
if there wa an accu that kasei and i ar the same person i never saw it,kg_0_25623_2705,DizzieD,0
let me see joni,kg_0_25623_2706,LordShadow,0
and i do not see it now,kg_0_25623_2707,DizzieD,0
sorri if i do not type your speed lolz,kg_0_25623_2708,AmberPeace,0
so that is a fabric that i went crazi,kg_0_25623_2709,DizzieD,0
nobodyz perfect,kg_0_25623_2710,AmberPeace,0
i am perfect -,kg_0_25623_2711,BobGrant,0
no d i think amber and kasei ar the same person .,kg_0_25623_2712,snowygal18,0
gah caravan is soooo slow,kg_0_25623_2713,EnigmaticDreamer,0
me too but we ca not prove it so it is a moot point,kg_0_25623_2714,DizzieD,0
when i sai lordshadow i need to know the both side of thi stori,kg_0_25623_2715,LordShadow,0
hello snow .,kg_0_25623_2716,AmberPeace,0
like thei sai innoc until proven guilti,kg_0_25623_2717,DizzieD,0
hi,kg_0_25623_2718,scottman,0
ca not prove it so it is a wast of energi to try,kg_0_25623_2719,DizzieD,0
joni go up to were i sai lordshadow i need to know the both side of thi stori,kg_0_25623_2720,LordShadow,0
ok start over i want to know all the fact and reason and what you beleiv and i will help you you,kg_0_25623_2721,1111jony11,0
i know. i am just give lord my opinion as someon who wa heavili involv earlier todai .,kg_0_25623_2722,snowygal18,0
then read down there,kg_0_25623_2723,LordShadow,0
ok thank you snow,kg_0_25623_2724,LordShadow,0
thank you for the backup snowi,kg_0_25623_2725,DizzieD,0
i will think about what you said,kg_0_25623_2726,LordShadow,0
i am go back up,kg_0_25623_2727,1111jony11,0
now i just need joni,kg_0_25623_2728,LordShadow,0
and i have to sai i am realli disappoint to sai that. that is disturb that someon would do that realli realli disturb .,kg_0_25623_2729,snowygal18,0
ok,kg_0_25623_2730,LordShadow,0
what did i miss,kg_0_25623_2731,BobGrant,0
i just got here,kg_0_25623_2732,BobGrant,0
a lot,kg_0_25623_2733,LordShadow,0
honestli as long as it doe not hurt anyon it is not my busi - but internet hoax can do damag - as shown in recent new,kg_0_25623_2734,DizzieD,0
yea,kg_0_25623_2735,LordShadow,0
snow why do you think amber is kasei,kg_0_25623_2736,LordShadow,0
especi sinc the cop were actual call in thi case,kg_0_25623_2737,snowygal18,0
i am so lost .,kg_0_25623_2738,BobGrant,0
the fact that you and i ar her onli friend is a big tipoff,kg_0_25623_2739,snowygal18,0
i am stil read so i cant see your caht but amber is go to get mute or ban,kg_0_25623_2740,1111jony11,0
and mabi ziss,kg_0_25623_2741,1111jony11,0
mabi,kg_0_25623_2742,1111jony11,0
i am still read,kg_0_25623_2743,1111jony11,0
she did sign on right when the cop left,kg_0_25623_2744,snowygal18,0
yeah that is a wast of tax monei etc - and could be danger,kg_0_25623_2745,DizzieD,0
exactli. and it is also illeg to mislead peopl into call the cop,kg_0_25623_2746,snowygal18,0
she clai am she wa on at the same ti am . ..,kg_0_25623_2747,DizzieD,0
yai amber is get bann,kg_0_25623_2748,1111jony11,0
she wa not .,kg_0_25623_2749,snowygal18,0
amber is get ban that all i am look to it,kg_0_25623_2750,1111jony11,0
there no other further i can read,kg_0_25623_2751,1111jony11,0
no need,kg_0_25623_2752,1111jony11,0
why,kg_0_25623_2753,LordShadow,0
log on the site could prove disprov that i think,kg_0_25623_2754,DizzieD,0
amber get ban,kg_0_25623_2755,1111jony11,0
o-o,kg_0_25623_2756,1111jony11,0
she ask wat did i miss essenti as soon as kasei sign off,kg_0_25623_2757,snowygal18,0
i read the chat,kg_0_25623_2758,1111jony11,0
that is how she enter into the convo,kg_0_25623_2759,snowygal18,0
now just help me,kg_0_25623_2760,LordShadow,0
scope first blood is fking pwnage,kg_0_25623_2761,nickelbackpwnage,0
what is go on,kg_0_25623_2762,snowygal18,0
lord,kg_0_25623_2763,1111jony11,0
what,kg_0_25623_2764,LordShadow,0
llol thank for that info snow,kg_0_25623_2765,DizzieD,0
your wonder if aasei,kg_0_25623_2766,1111jony11,0
and then she told me i wa funni which is why she caught my ey,kg_0_25623_2767,snowygal18,0
kasei,kg_0_25623_2768,1111jony11,0
i did not read that far back,kg_0_25623_2769,DizzieD,0
hi all,kg_0_25623_2770,ProfMustard,0
dizz and snow think amber is kasei,kg_0_25623_2771,LordShadow,0
and amber sai thatsh wa on the whole ti am,kg_0_25623_2772,LordShadow,0
is thi realli a matter that need attend to in such wai,kg_0_25623_2773,1111jony11,0
uhhhhhhh lol cop,kg_0_25623_2774,BobGrant,0
o-o,kg_0_25623_2775,1111jony11,0
not that,kg_0_25623_2776,1111jony11,0
just clear stuff up,kg_0_25623_2777,LordShadow,0
lord,kg_0_25623_2778,1111jony11,0
ill sai thi,kg_0_25623_2779,1111jony11,0
,kg_0_25623_2780,LordShadow,0
if kasei did what she said she did,kg_0_25623_2781,1111jony11,0
meh i realli didnt want to get in the middl of thi and even if you think thi is a hoax becau of me i am not realli worri about it. but seriou i have no intent in eg thing on lol .,kg_0_25623_2782,AmberPeace,0
there is no wai that she would be even physicli capabl,kg_0_25623_2783,1111jony11,0
to even type,kg_0_25623_2784,1111jony11,0
so if kasei a lier thi could be her,kg_0_25623_2785,1111jony11,0
but other then that i would let it lie,kg_0_25623_2786,1111jony11,0
becau there is no wai you can tell,kg_0_25623_2787,1111jony11,0
so you think amber is kasei,kg_0_25623_2788,LordShadow,0
over a comp who is truth who is fal,kg_0_25623_2789,1111jony11,0
lord,kg_0_25623_2790,1111jony11,0
ill sai thi,kg_0_25623_2791,1111jony11,0
yea,kg_0_25623_2792,LordShadow,0
if kasei is a complet liar and all that cop stuff is a lie then ye,kg_0_25623_2793,1111jony11,0
but,kg_0_25623_2794,1111jony11,0
in kasei condit she would have no physic capabl,kg_0_25623_2795,1111jony11,0
in order to type,kg_0_25623_2796,1111jony11,0
or even read straight,kg_0_25623_2797,1111jony11,0
under her circumst,kg_0_25623_2798,1111jony11,0
true,kg_0_25623_2799,LordShadow,0
that my judgment,kg_0_25623_2800,1111jony11,0
o-o,kg_0_25623_2801,1111jony11,0
that is true,kg_0_25623_2802,LordShadow,0
ididurmom 4 you,kg_0_25623_2803,nickelbackpwnage,0
that clear is it up i hope,kg_0_25623_2804,1111jony11,0
now give me a minut,kg_0_25623_2805,LordShadow,0
i thought the person who log on as kasei todai clai am to be a polic offic ye,kg_0_25623_2806,DizzieD,0
i must conclud the info,kg_0_25623_2807,LordShadow,0
or wa it anoth account,kg_0_25623_2808,DizzieD,0
ye,kg_0_25623_2809,LordShadow,0
ye d,kg_0_25623_2810,snowygal18,0
i wa a polic offic,kg_0_25623_2811,LordShadow,0
thank,kg_0_25623_2812,DizzieD,0
it,kg_0_25623_2813,LordShadow,0
i miss that portion,kg_0_25623_2814,DizzieD,0
but got it by context,kg_0_25623_2815,DizzieD,0
it mai have been a polic offic,kg_0_25623_2816,snowygal18,0
wow. polic offic,kg_0_25623_2817,AmberPeace,0
just to let you gui know,kg_0_25623_2818,LordShadow,0
who,kg_0_25623_2819,1111jony11,0
o-o,kg_0_25623_2820,1111jony11,0
if you were onlin amber you would know that .,kg_0_25623_2821,snowygal18,0
who is cop,kg_0_25623_2822,1111jony11,0
i am on no 1's side,kg_0_25623_2823,LordShadow,0
well it wa someon clai am to be polic ... did anyon verifi that badg number,kg_0_25623_2824,DizzieD,0
so amber i am not on dizz's side,kg_0_25623_2825,LordShadow,0
well i had to go to store with my mom at on point . .,kg_0_25623_2826,AmberPeace,0
someon tri and the polic said thei had no on on their roster by that name .,kg_0_25623_2827,snowygal18,0
and dizz i am not on amber side,kg_0_25623_2828,LordShadow,0
no becau you talk to me i ammedi after the cop sign off,kg_0_25623_2829,snowygal18,0
you gui got that,kg_0_25623_2830,LordShadow,0
lol ok then i am satisfi,kg_0_25623_2831,DizzieD,0
about the cop .,kg_0_25623_2832,snowygal18,0
oh i know that lordshadow,kg_0_25623_2833,DizzieD,0
i have came up with my conclu,kg_0_25623_2834,LordShadow,0
you ar a good i amparti detect,kg_0_25623_2835,DizzieD,0
thank,kg_0_25623_2836,LordShadow,0
lord did i help clear thing up ani,kg_0_25623_2837,1111jony11,0
there is heavei evid on dizz's side,kg_0_25623_2838,LordShadow,0
and plu joni did help,kg_0_25623_2839,LordShadow,0
when hobbit attackdud you just complet the when hobbit attack achiev in epic war and won the when hobbit attack badg and 5 point,kg_0_25623_2840,spazymonky,0
that good,kg_0_25623_2841,1111jony11,0
it is just my opinion - but i think it is justifi with the evid avail,kg_0_25623_2842,DizzieD,0
i am sorri to sai amber but i have to go with dizz's side on thi,kg_0_25623_2843,LordShadow,0
whao wait hang on what,kg_0_25623_2844,AmberPeace,0
what did i miss,kg_0_25623_2845,AmberPeace,0
amber,kg_0_25623_2846,1111jony11,0
what wa the policemen number,kg_0_25623_2847,1111jony11,0
that he gave us,kg_0_25623_2848,1111jony11,0
at the beggin of the chat,kg_0_25623_2849,1111jony11,0
you should know,kg_0_25623_2850,LordShadow,0
you would be surpri how mani peopl just want attent and come up with elabor hoax for entertain,kg_0_25623_2851,DizzieD,0
if you were here the entir ti am,kg_0_25623_2852,1111jony11,0
look up and see what the offic badg number wa,kg_0_25623_2853,LordShadow,0
scroll up,kg_0_25623_2854,LordShadow,0
and if you give it right,kg_0_25623_2855,LordShadow,0
actual aber would know either wai if it wa the same person,kg_0_25623_2856,DizzieD,0
i might chang my conclu,kg_0_25623_2857,LordShadow,0
ditto d .,kg_0_25623_2858,snowygal18,0
i do not think i wa here when the polic gui girl wa but i might have been still log in . ..,kg_0_25623_2859,AmberPeace,0
true,kg_0_25623_2860,LordShadow,0
yeah. that wo not work as a test,kg_0_25623_2861,DizzieD,0
actual she would have had to have close the window,kg_0_25623_2862,snowygal18,0
then you would still have it on the chat,kg_0_25623_2863,LordShadow,0
so it would work as a test the more i think about it,kg_0_25623_2864,snowygal18,0
if it is the same person then she made up the number ... right,kg_0_25623_2865,DizzieD,0
ah,kg_0_25623_2866,snowygal18,0
touch diz,kg_0_25623_2867,snowygal18,0
yea,kg_0_25623_2868,LordShadow,0
so she would possibl rememb it,kg_0_25623_2869,DizzieD,0
true,kg_0_25623_2870,AmberPeace,0
my detect skill ai not too shabbi i guess,kg_0_25623_2871,DizzieD,0
yup,kg_0_25623_2872,LordShadow,0
so i am still go to trust dizz with thi stori,kg_0_25623_2873,LordShadow,0
and you know i will do ani test for ani possibl stupid reason to proov to you that i aint who ever you sai i am .,kg_0_25623_2874,AmberPeace,0
okai,kg_0_25623_2875,AmberPeace,0
fine,kg_0_25623_2876,LordShadow,0
tell us what the offic number wa,kg_0_25623_2877,LordShadow,0
i left the chat but i think it wa 2504 - which i do not think is even a legit badg number,kg_0_25623_2878,DizzieD,0
too mani digit,kg_0_25623_2879,DizzieD,0
sound like a fun challeng to me .,kg_0_25623_2880,AmberPeace,0
and hi rank,kg_0_25623_2881,LordShadow,0
lord,kg_0_25623_2882,1111jony11,0
i have the chat box,kg_0_25623_2883,1111jony11,0
o-o,kg_0_25623_2884,1111jony11,0
from wai back then,kg_0_25623_2885,1111jony11,0
find hi rank and hi name,kg_0_25623_2886,LordShadow,0
or just hi first name,kg_0_25623_2887,snowygal18,0
same here joni,kg_0_25623_2888,LordShadow,0
if you sai it then i will believ you amber,kg_0_25623_2889,LordShadow,0
lord,kg_0_25623_2890,1111jony11,0
,kg_0_25623_2891,LordShadow,0
doe he even know kaseyt full user name,kg_0_25623_2892,1111jony11,0
wait i wa not here when s he wa i think i wa at the store with my mom .,kg_0_25623_2893,AmberPeace,0
polic,kg_0_25623_2894,AmberPeace,0
hmm,kg_0_25623_2895,LordShadow,0
lol you said you were log in when kasei wa . ..,kg_0_25623_2896,DizzieD,0
now you sai you were not,kg_0_25623_2897,DizzieD,0
but you said thi wouldnt count,kg_0_25623_2898,AmberPeace,0
again amber you talk to me at that ti am .,kg_0_25623_2899,snowygal18,0
stori is fluctuat wildli,kg_0_25623_2900,DizzieD,0
yea,kg_0_25623_2901,LordShadow,0
did not she lord,kg_0_25623_2902,snowygal18,0
i think it wa then .,kg_0_25623_2903,snowygal18,0
i wa about to sai that too,kg_0_25623_2904,LordShadow,0
no i mai have been log in but wa not here .,kg_0_25623_2905,AmberPeace,0
or joni,kg_0_25623_2906,snowygal18,0
then you will know hi name,kg_0_25623_2907,LordShadow,0
yai,kg_0_25623_2908,1111jony11,0
ill look,kg_0_25623_2909,1111jony11,0
ill llook at chat,kg_0_25623_2910,1111jony11,0
see if i see hi name anywh,kg_0_25623_2911,1111jony11,0
umm okai. i will scroll i guess,kg_0_25623_2912,AmberPeace,0
okai. there wa a point where amber told me i wa funni,kg_0_25623_2913,snowygal18,0
lord,kg_0_25623_2914,1111jony11,0
honestli,kg_0_25623_2915,1111jony11,0
i am go have to sai,kg_0_25623_2916,1111jony11,0
that,kg_0_25623_2917,1111jony11,0
he not kasei,kg_0_25623_2918,1111jony11,0
o-o,kg_0_25623_2919,1111jony11,0
i can tell you why,kg_0_25623_2920,1111jony11,0
why,kg_0_25623_2921,LordShadow,0
,kg_0_25623_2922,AmberPeace,0
well becau of the chat,kg_0_25623_2923,1111jony11,0
si ampl fact,kg_0_25623_2924,1111jony11,0
wait up amber,kg_0_25623_2925,LordShadow,0
if what i hear corrctli,kg_0_25623_2926,1111jony11,0
joni might help you out,kg_0_25623_2927,LordShadow,0
aww man i wa have fun defend myself .,kg_0_25623_2928,AmberPeace,0
list the evid joni,kg_0_25623_2929,LordShadow,0
why is amber not kasei,kg_0_25623_2930,LordShadow,0
pout,kg_0_25623_2931,AmberPeace,0
